Plasmid	End1	End2	Chromosome	Start	End	Length
PTQ671	x1	y1	chromosome_16	5091725	5190336	98612
PTQ672	y1	x1	chromosome_10	4016645	4093793	77149
PTQ673	y1	x3	chromosome_2	1084702	1146416	61715
PTQ673	y1	x4	chromosome_2	1084702	1146416	61715
PTQ673	y3	x3	chromosome_2	1084702	1146416	61715
PTQ673	y3	x4	chromosome_2	1084702	1146416	61715
PTQ674	y1	x1	chromosome_2	2715210	2779587	64378
PTQ674	y1	x3	chromosome_2	2715210	2779581	64372
PTQ674	y1	x4	chromosome_2	2715210	2779588	64379
PTQ674	y3	x1	chromosome_2	2715202	2779587	64386
PTQ674	y3	x3	chromosome_2	2715202	2779581	64380
PTQ674	y3	x4	chromosome_2	2715202	2779588	64387
PTQ674	y4	x1	chromosome_2	2715246	2779587	64342
PTQ674	y4	x3	chromosome_2	2715246	2779581	64336
PTQ674	y4	x4	chromosome_2	2715246	2779588	64343
PTQ675	y1	x3	chromosome_1	5713205	5844478	131274
PTQ675	y1	x4	chromosome_1	5713205	5844478	131274
PTQ675	y3	x3	chromosome_1	5713193	5844478	131286
PTQ675	y3	x4	chromosome_1	5713193	5844478	131286
PTQ676	y1	x3	chromosome_1	5180384	5217484	37101
PTQ676	y3	x3	chromosome_1	5180374	5217484	37111
PTQ676	y4	x3	chromosome_1	5180380	5217484	37105
PTQ677	y1	x3	chromosome_7	1752715	1873242	120528
PTQ677	y3	x3	chromosome_7	1752676	1873242	120567
PTQ677	y4	x3	chromosome_7	1752692	1873242	120551
PTQ679	y1	x2	chromosome_7	2445371	2494546	49176
PTQ679	y1	x3	chromosome_7	2445371	2494547	49177
PTQ679	y1	x4	chromosome_7	2445371	2494547	49177
PTQ679	y3	x2	chromosome_7	2445367	2494546	49180
PTQ679	y3	x3	chromosome_7	2445367	2494547	49181
PTQ679	y3	x4	chromosome_7	2445367	2494547	49181
PTQ679	y4	x2	chromosome_7	2445367	2494546	49180
PTQ679	y4	x3	chromosome_7	2445367	2494547	49181
PTQ679	y4	x4	chromosome_7	2445367	2494547	49181
PTQ680	y1	x1	chromosome_16	2518144	2579263	61120
PTQ680	y1	x2	chromosome_16	2518144	2579258	61115
PTQ680	y1	x3	chromosome_16	2518144	2579258	61115
PTQ680	y1	x4	chromosome_16	2518144	2579258	61115
PTQ680	y3	x1	chromosome_16	2518119	2579263	61145
PTQ680	y3	x2	chromosome_16	2518119	2579258	61140
PTQ680	y3	x3	chromosome_16	2518119	2579258	61140
PTQ680	y3	x4	chromosome_16	2518119	2579258	61140
PTQ680	y4	x1	chromosome_16	2518123	2579263	61141
PTQ680	y4	x2	chromosome_16	2518123	2579258	61136
PTQ680	y4	x3	chromosome_16	2518123	2579258	61136
PTQ680	y4	x4	chromosome_16	2518123	2579258	61136
PTQ683	y4	x4	chromosome_6	699167	783689	84523
PTQ685	x1	y3	chromosome_9	6738118	6751207	13090
PTQ685	x1	y4	chromosome_9	6738118	6751197	13080
PTQ685	x2	y3	chromosome_9	6738118	6751207	13090
PTQ685	x2	y4	chromosome_9	6738118	6751197	13080
PTQ685	x3	y3	chromosome_9	6738118	6751207	13090
PTQ685	x3	y4	chromosome_9	6738118	6751197	13080
PTQ685	x4	y3	chromosome_9	6738118	6751207	13090
PTQ685	x4	y4	chromosome_9	6738118	6751197	13080
PTQ687	y3	x3	chromosome_12	870415	992885	122471
PTQ687	y4	x3	chromosome_12	870427	992885	122459
PTQ688	x1	y3	chromosome_4	1414954	1482608	67655
PTQ688	x1	y4	chromosome_4	1414954	1482598	67645
PTQ688	x3	y3	chromosome_4	1414954	1482608	67655
PTQ688	x3	y4	chromosome_4	1414954	1482598	67645
PTQ689	x1	y1	chromosome_6	2147463	2214143	66681
PTQ689	x1	y3	chromosome_6	2147463	2214152	66690
PTQ689	x1	y4	chromosome_6	2147463	2214152	66690
PTQ689	x3	y1	chromosome_6	2147463	2214143	66681
PTQ689	x3	y3	chromosome_6	2147463	2214152	66690
PTQ689	x3	y4	chromosome_6	2147463	2214152	66690
PTQ689	x4	y1	chromosome_6	2147481	2214143	66663
PTQ689	x4	y3	chromosome_6	2147481	2214152	66672
PTQ689	x4	y4	chromosome_6	2147481	2214152	66672
PTQ690	x1	y1	chromosome_17	2014444	2068886	54443
PTQ690	x1	y3	chromosome_17	2014444	2068891	54448
PTQ690	x1	y4	chromosome_17	2014444	2068886	54443
PTQ690	x3	y1	chromosome_17	2014380	2068886	54507
PTQ690	x3	y3	chromosome_17	2014380	2068891	54512
PTQ690	x3	y4	chromosome_17	2014380	2068886	54507
PTQ690	x4	y1	chromosome_17	2014380	2068886	54507
PTQ690	x4	y3	chromosome_17	2014380	2068891	54512
PTQ690	x4	y4	chromosome_17	2014380	2068886	54507
PTQ691	x1	y1	chromosome_12	4026632	4046425	19794
PTQ691	x1	y3	chromosome_12	4026632	4046426	19795
PTQ691	x1	y4	chromosome_12	4026632	4046388	19757
PTQ691	x2	y1	chromosome_12	4026632	4046425	19794
PTQ691	x2	y3	chromosome_12	4026632	4046426	19795
PTQ691	x2	y4	chromosome_12	4026632	4046388	19757
PTQ691	x3	y1	chromosome_12	4026632	4046425	19794
PTQ691	x3	y3	chromosome_12	4026632	4046426	19795
PTQ691	x3	y4	chromosome_12	4026632	4046388	19757
PTQ691	x4	y1	chromosome_12	4026631	4046425	19795
PTQ691	x4	y3	chromosome_12	4026631	4046426	19796
PTQ691	x4	y4	chromosome_12	4026631	4046388	19758
PTQ693	y1	x1	chromosome_16	3959587	4049615	90029
PTQ693	y1	x2	chromosome_16	3959587	4049615	90029
PTQ693	y1	x3	chromosome_16	3959587	4049615	90029
PTQ693	y3	x1	chromosome_16	3959631	4049615	89985
PTQ693	y3	x2	chromosome_16	3959631	4049615	89985
PTQ693	y3	x3	chromosome_16	3959631	4049615	89985
PTQ693	y4	x1	chromosome_16	3959585	4049615	90031
PTQ693	y4	x2	chromosome_16	3959585	4049615	90031
PTQ693	y4	x3	chromosome_16	3959585	4049615	90031
PTQ694	y3	x1	chromosome_2	6787766	6820556	32791
PTQ694	y3	x2	chromosome_2	6787766	6820554	32789
PTQ694	y3	x3	chromosome_2	6787766	6820556	32791
PTQ694	y3	x4	chromosome_2	6787766	6820555	32790
PTQ694	y4	x1	chromosome_2	6787777	6820556	32780
PTQ694	y4	x2	chromosome_2	6787777	6820554	32778
PTQ694	y4	x3	chromosome_2	6787777	6820556	32780
PTQ694	y4	x4	chromosome_2	6787777	6820555	32779
PTQ695	y1	x1	chromosome_8	4184718	4248315	63598
PTQ695	y1	x2	chromosome_8	4184718	4248315	63598
PTQ695	y1	x3	chromosome_8	4184718	4248315	63598
PTQ695	y1	x4	chromosome_8	4184718	4248321	63604
PTQ695	y3	x1	chromosome_8	4184684	4248315	63632
PTQ695	y3	x2	chromosome_8	4184684	4248315	63632
PTQ695	y3	x3	chromosome_8	4184684	4248315	63632
PTQ695	y3	x4	chromosome_8	4184684	4248321	63638
PTQ695	y4	x1	chromosome_8	4184722	4248315	63594
PTQ695	y4	x2	chromosome_8	4184722	4248315	63594
PTQ695	y4	x3	chromosome_8	4184722	4248315	63594
PTQ695	y4	x4	chromosome_8	4184722	4248321	63600
PTQ697	x1	y1	chromosome_2	8809141	8828972	19832
PTQ697	x1	y3	chromosome_2	8809141	8828969	19829
PTQ697	x3	y1	chromosome_2	8809141	8828972	19832
PTQ697	x3	y3	chromosome_2	8809141	8828969	19829
PTQ697	x4	y1	chromosome_2	8809141	8828972	19832
PTQ697	x4	y3	chromosome_2	8809141	8828969	19829
PTQ698	y1	x1	chromosome_3	5182843	5252602	69760
PTQ698	y1	x2	chromosome_3	5182843	5252602	69760
PTQ698	y1	x3	chromosome_3	5182843	5252602	69760
PTQ698	y1	x4	chromosome_3	5182843	5252602	69760
PTQ698	y3	x1	chromosome_3	5182939	5252602	69664
PTQ698	y3	x2	chromosome_3	5182939	5252602	69664
PTQ698	y3	x3	chromosome_3	5182939	5252602	69664
PTQ698	y3	x4	chromosome_3	5182939	5252602	69664
PTQ698	y4	x1	chromosome_3	5182828	5252602	69775
PTQ698	y4	x2	chromosome_3	5182828	5252602	69775
PTQ698	y4	x3	chromosome_3	5182828	5252602	69775
PTQ698	y4	x4	chromosome_3	5182828	5252602	69775
PTQ699	x3	y1	chromosome_5	2458265	2521713	63449
PTQ699	x3	y3	chromosome_5	2458265	2521702	63438
PTQ699	x4	y1	chromosome_5	2458265	2521713	63449
PTQ699	x4	y3	chromosome_5	2458265	2521702	63438
PTQ700	x1	y1	chromosome_9	392538	456417	63880
PTQ700	x1	y3	chromosome_9	392538	456420	63883
PTQ700	x1	y4	chromosome_9	392538	456397	63860
PTQ700	x2	y1	chromosome_9	392537	456417	63881
PTQ700	x2	y3	chromosome_9	392537	456420	63884
PTQ700	x2	y4	chromosome_9	392537	456397	63861
PTQ700	x4	y1	chromosome_9	392527	456417	63891
PTQ700	x4	y3	chromosome_9	392527	456420	63894
PTQ700	x4	y4	chromosome_9	392527	456397	63871
PTQ701	x3	y1	chromosome_1	6774655	6851326	76672
PTQ701	x3	y3	chromosome_1	6774655	6851334	76680
PTQ701	x3	y4	chromosome_1	6774655	6851332	76678
PTQ701	x4	y1	chromosome_1	6774655	6851326	76672
PTQ701	x4	y3	chromosome_1	6774655	6851334	76680
PTQ701	x4	y4	chromosome_1	6774655	6851332	76678
PTQ702	x2	y1	chromosome_2	569653	706303	136651
PTQ702	x2	y3	chromosome_2	569653	706332	136680
PTQ702	x2	y4	chromosome_2	569653	706319	136667
PTQ702	x4	y1	chromosome_2	569653	706303	136651
PTQ702	x4	y3	chromosome_2	569653	706332	136680
PTQ702	x4	y4	chromosome_2	569653	706319	136667
PTQ703	x3	y1	chromosome_3	7196581	7238008	41428
PTQ703	x3	y3	chromosome_3	7196581	7238009	41429
PTQ703	x3	y4	chromosome_3	7196581	7238006	41426
PTQ703	x4	y1	chromosome_3	7196581	7238008	41428
PTQ703	x4	y3	chromosome_3	7196581	7238009	41429
PTQ703	x4	y4	chromosome_3	7196581	7238006	41426
PTQ704	x2	y1	chromosome_17	2014380	2031933	17554
PTQ704	x2	y3	chromosome_17	2014380	2031981	17602
PTQ704	x2	y4	chromosome_17	2014380	2031964	17585
PTQ704	x4	y1	chromosome_17	2014380	2031933	17554
PTQ704	x4	y3	chromosome_17	2014380	2031981	17602
PTQ704	x4	y4	chromosome_17	2014380	2031964	17585
PTQ705	x3	y1	chromosome_14	1199223	1273951	74729
PTQ705	x3	y3	chromosome_14	1199223	1274026	74804
PTQ705	x3	y4	chromosome_14	1199223	1274026	74804
PTQ705	x4	y1	chromosome_14	1199223	1273951	74729
PTQ705	x4	y3	chromosome_14	1199223	1274026	74804
PTQ705	x4	y4	chromosome_14	1199223	1274026	74804
PTQ706	y1	x1	chromosome_7	4286667	4337162	50496
PTQ706	y1	x2	chromosome_7	4286667	4337162	50496
PTQ706	y1	x3	chromosome_7	4286667	4337162	50496
PTQ706	y1	x4	chromosome_7	4286667	4337168	50502
PTQ706	y3	x1	chromosome_7	4286661	4337162	50502
PTQ706	y3	x2	chromosome_7	4286661	4337162	50502
PTQ706	y3	x3	chromosome_7	4286661	4337162	50502
PTQ706	y3	x4	chromosome_7	4286661	4337168	50508
PTQ706	y4	x1	chromosome_7	4286661	4337162	50502
PTQ706	y4	x2	chromosome_7	4286661	4337162	50502
PTQ706	y4	x3	chromosome_7	4286661	4337162	50502
PTQ706	y4	x4	chromosome_7	4286661	4337168	50508
PTQ707	y4	x1	chromosome_7	1048125	1131155	83031
PTQ707	y4	x2	chromosome_7	1048125	1131144	83020
PTQ707	y4	x4	chromosome_7	1048125	1131152	83028
PTQ709	y1	x1	chromosome_9	7610489	7661703	51215
PTQ709	y1	x2	chromosome_9	7610489	7661703	51215
PTQ709	y1	x4	chromosome_9	7610489	7661703	51215
PTQ709	y3	x1	chromosome_9	7610480	7661703	51224
PTQ709	y3	x2	chromosome_9	7610480	7661703	51224
PTQ709	y3	x4	chromosome_9	7610480	7661703	51224
PTQ709	y4	x1	chromosome_9	7610488	7661703	51216
PTQ709	y4	x2	chromosome_9	7610488	7661703	51216
PTQ709	y4	x4	chromosome_9	7610488	7661703	51216
PTQ710	x3	y1	chromosome_16	3841197	3931778	90582
PTQ710	x3	y4	chromosome_16	3841197	3931814	90618
PTQ714	x1	y1	chromosome_10	2028972	2074859	45888
PTQ714	x1	y3	chromosome_10	2028972	2074857	45886
PTQ714	x1	y4	chromosome_10	2028972	2074837	45866
PTQ714	x2	y1	chromosome_10	2028972	2074859	45888
PTQ714	x2	y3	chromosome_10	2028972	2074857	45886
PTQ714	x2	y4	chromosome_10	2028972	2074837	45866
PTQ714	x3	y1	chromosome_10	2028972	2074859	45888
PTQ714	x3	y3	chromosome_10	2028972	2074857	45886
PTQ714	x3	y4	chromosome_10	2028972	2074837	45866
PTQ714	x4	y1	chromosome_10	2028965	2074859	45895
PTQ714	x4	y3	chromosome_10	2028965	2074857	45893
PTQ714	x4	y4	chromosome_10	2028965	2074837	45873
PTQ716	x1	y1	chromosome_1	1621583	1684135	62553
PTQ716	x1	y3	chromosome_1	1621583	1684135	62553
PTQ716	x1	y4	chromosome_1	1621583	1684104	62522
PTQ716	x2	y1	chromosome_1	1621583	1684135	62553
PTQ716	x2	y3	chromosome_1	1621583	1684135	62553
PTQ716	x2	y4	chromosome_1	1621583	1684104	62522
PTQ716	x3	y1	chromosome_1	1621583	1684135	62553
PTQ716	x3	y3	chromosome_1	1621583	1684135	62553
PTQ716	x3	y4	chromosome_1	1621583	1684104	62522
PTQ718	x1	y1	chromosome_17	4947510	5025531	78022
PTQ718	x2	y1	chromosome_17	4947510	5025531	78022
PTQ719	y1	x1	chromosome_17	1135309	1184165	48857
PTQ719	y1	x2	chromosome_17	1135309	1184165	48857
PTQ719	y1	x3	chromosome_17	1135309	1184165	48857
PTQ719	y3	x1	chromosome_17	1135304	1184165	48862
PTQ719	y3	x2	chromosome_17	1135304	1184165	48862
PTQ719	y3	x3	chromosome_17	1135304	1184165	48862
PTQ720	y1	x1	chromosome_12	5156497	5196024	39528
PTQ720	y1	x2	chromosome_12	5156497	5196019	39523
PTQ720	y1	x3	chromosome_12	5156497	5196019	39523
PTQ720	y3	x1	chromosome_12	5156489	5196024	39536
PTQ720	y3	x2	chromosome_12	5156489	5196019	39531
PTQ720	y3	x3	chromosome_12	5156489	5196019	39531
PTQ720	y4	x1	chromosome_12	5156492	5196024	39533
PTQ720	y4	x2	chromosome_12	5156492	5196019	39528
PTQ720	y4	x3	chromosome_12	5156492	5196019	39528
PTQ722	y1	x2	chromosome_7	2237186	2266906	29721
PTQ722	y1	x3	chromosome_7	2237186	2267029	29844
PTQ722	y1	x4	chromosome_7	2237186	2267016	29831
PTQ722	y3	x2	chromosome_7	2237187	2266906	29720
PTQ722	y3	x3	chromosome_7	2237187	2267029	29843
PTQ722	y3	x4	chromosome_7	2237187	2267016	29830
PTQ722	y4	x2	chromosome_7	2237183	2266906	29724
PTQ722	y4	x3	chromosome_7	2237183	2267029	29847
PTQ722	y4	x4	chromosome_7	2237183	2267016	29834
PTQ723	y1	x1	chromosome_3	4862315	4895184	32870
PTQ723	y1	x2	chromosome_3	4862315	4895184	32870
PTQ723	y1	x3	chromosome_3	4862315	4895184	32870
PTQ723	y1	x4	chromosome_3	4862315	4895184	32870
PTQ723	y3	x1	chromosome_3	4862338	4895184	32847
PTQ723	y3	x2	chromosome_3	4862338	4895184	32847
PTQ723	y3	x3	chromosome_3	4862338	4895184	32847
PTQ723	y3	x4	chromosome_3	4862338	4895184	32847
PTQ723	y4	x1	chromosome_3	4862328	4895184	32857
PTQ723	y4	x2	chromosome_3	4862328	4895184	32857
PTQ723	y4	x3	chromosome_3	4862328	4895184	32857
PTQ723	y4	x4	chromosome_3	4862328	4895184	32857
PTQ724	x1	y1	chromosome_8	956003	1004452	48450
PTQ724	x1	y4	chromosome_8	956003	1004493	48491
PTQ724	x2	y1	chromosome_8	956003	1004452	48450
PTQ724	x2	y4	chromosome_8	956003	1004493	48491
PTQ724	x3	y1	chromosome_8	956003	1004452	48450
PTQ724	x3	y4	chromosome_8	956003	1004493	48491
PTQ724	x4	y1	chromosome_8	956003	1004452	48450
PTQ724	x4	y4	chromosome_8	956003	1004493	48491
PTQ725	y1	x1	chromosome_17	3362559	3395113	32555
PTQ725	y1	x2	chromosome_17	3362559	3395113	32555
PTQ725	y1	x3	chromosome_17	3362559	3395113	32555
PTQ725	y1	x4	chromosome_17	3362559	3395113	32555
PTQ725	y3	x1	chromosome_17	3362558	3395113	32556
PTQ725	y3	x2	chromosome_17	3362558	3395113	32556
PTQ725	y3	x3	chromosome_17	3362558	3395113	32556
PTQ725	y3	x4	chromosome_17	3362558	3395113	32556
PTQ725	y4	x1	chromosome_17	3362568	3395113	32546
PTQ725	y4	x2	chromosome_17	3362568	3395113	32546
PTQ725	y4	x3	chromosome_17	3362568	3395113	32546
PTQ725	y4	x4	chromosome_17	3362568	3395113	32546
PTQ726	y1	x1	chromosome_16	3751143	3841198	90056
PTQ726	y1	x2	chromosome_16	3751143	3841198	90056
PTQ726	y1	x3	chromosome_16	3751143	3841198	90056
PTQ727	x1	y1	chromosome_9	7831313	7906978	75666
PTQ727	x1	y4	chromosome_9	7831313	7906976	75664
PTQ727	x2	y1	chromosome_9	7831313	7906978	75666
PTQ727	x2	y4	chromosome_9	7831313	7906976	75664
PTQ727	x3	y1	chromosome_9	7831313	7906978	75666
PTQ727	x3	y4	chromosome_9	7831313	7906976	75664
PTQ727	x4	y1	chromosome_9	7831303	7906978	75676
PTQ727	x4	y4	chromosome_9	7831303	7906976	75674
PTQ728	x2	y1	chromosome_6	877422	960334	82913
PTQ728	x3	y1	chromosome_6	877427	960334	82908
PTQ728	x4	y1	chromosome_6	877422	960334	82913
PTQ729	y3	x4	chromosome_1	6227961	6314081	86121
PTQ729	y4	x4	chromosome_1	6227938	6314081	86144
PTQ730	x1	y1	chromosome_12	1952308	2009024	56717
PTQ730	x1	y3	chromosome_12	1952308	2008998	56691
PTQ730	x1	y4	chromosome_12	1952308	2009024	56717
PTQ730	x2	y1	chromosome_12	1952308	2009024	56717
PTQ730	x2	y3	chromosome_12	1952308	2008998	56691
PTQ730	x2	y4	chromosome_12	1952308	2009024	56717
PTQ730	x3	y1	chromosome_12	1952308	2009024	56717
PTQ730	x3	y3	chromosome_12	1952308	2008998	56691
PTQ730	x3	y4	chromosome_12	1952308	2009024	56717
PTQ731	x1	y4	chromosome_16	6791550	6816982	25433
PTQ731	x2	y4	chromosome_16	6791550	6816982	25433
PTQ731	x4	y4	chromosome_16	6791550	6816982	25433
PTQ732	y1	x1	chromosome_2	6024431	6059237	34807
PTQ732	y1	x2	chromosome_2	6024431	6059237	34807
PTQ732	y1	x3	chromosome_2	6024431	6059235	34805
PTQ732	y1	x4	chromosome_2	6024431	6059243	34813
PTQ733	y3	x1	chromosome_3	9145135	9185588	40454
PTQ733	y3	x2	chromosome_3	9145135	9185588	40454
PTQ733	y3	x3	chromosome_3	9145135	9185588	40454
PTQ736	x1	y1	chromosome_2	6394001	6494929	100929
PTQ736	x1	y3	chromosome_2	6394001	6494931	100931
PTQ736	x2	y1	chromosome_2	6394001	6494929	100929
PTQ736	x2	y3	chromosome_2	6394001	6494931	100931
PTQ736	x3	y1	chromosome_2	6394001	6494929	100929
PTQ736	x3	y3	chromosome_2	6394001	6494931	100931
PTQ739	y1	x1	chromosome_6	6305261	6375290	70030
PTQ739	y1	x2	chromosome_6	6305261	6375290	70030
PTQ739	y1	x3	chromosome_6	6305261	6375290	70030
PTQ739	y3	x1	chromosome_6	6305261	6375290	70030
PTQ739	y3	x2	chromosome_6	6305261	6375290	70030
PTQ739	y3	x3	chromosome_6	6305261	6375290	70030
PTQ742	x1	y1	chromosome_12	3559801	3586711	26911
PTQ742	x1	y3	chromosome_12	3559801	3586712	26912
PTQ742	x2	y1	chromosome_12	3559801	3586711	26911
PTQ742	x2	y3	chromosome_12	3559801	3586712	26912
PTQ742	x3	y1	chromosome_12	3559801	3586711	26911
PTQ742	x3	y3	chromosome_12	3559801	3586712	26912
PTQ743	y1	x1	chromosome_12	7388641	7459135	70495
PTQ743	y1	x2	chromosome_12	7388641	7459135	70495
PTQ743	y1	x3	chromosome_12	7388641	7459135	70495
PTQ743	y3	x1	chromosome_12	7388642	7459135	70494
PTQ743	y3	x2	chromosome_12	7388642	7459135	70494
PTQ743	y3	x3	chromosome_12	7388642	7459135	70494
PTQ744	y1	x1	chromosome_2	175712	200473	24762
PTQ744	y1	x2	chromosome_2	175712	200473	24762
PTQ744	y1	x3	chromosome_2	175712	200473	24762
PTQ744	y3	x1	chromosome_2	175727	200473	24747
PTQ744	y3	x2	chromosome_2	175727	200473	24747
PTQ744	y3	x3	chromosome_2	175727	200473	24747
PTQ744	y4	x1	chromosome_2	175717	200473	24757
PTQ744	y4	x2	chromosome_2	175717	200473	24757
PTQ744	y4	x3	chromosome_2	175717	200473	24757
PTQ745	x3	y1	chromosome_3	5872296	5925522	53227
PTQ745	x3	y3	chromosome_3	5872296	5925441	53146
PTQ745	x3	y4	chromosome_3	5872296	5925521	53226
PTQ745	x4	y1	chromosome_3	5872296	5925522	53227
PTQ745	x4	y3	chromosome_3	5872296	5925441	53146
PTQ745	x4	y4	chromosome_3	5872296	5925521	53226
PTQ746	x3	y1	chromosome_3	6275634	6294574	18941
PTQ746	x3	y3	chromosome_3	6275634	6294562	18929
PTQ746	x3	y4	chromosome_3	6275634	6294565	18932
PTQ747	x1	y1	chromosome_12	5325908	5352605	26698
PTQ747	x1	y3	chromosome_12	5325908	5352606	26699
PTQ747	x1	y4	chromosome_12	5325908	5352605	26698
PTQ747	x2	y1	chromosome_12	5325908	5352605	26698
PTQ747	x2	y3	chromosome_12	5325908	5352606	26699
PTQ747	x2	y4	chromosome_12	5325908	5352605	26698
PTQ747	x3	y1	chromosome_12	5325908	5352605	26698
PTQ747	x3	y3	chromosome_12	5325908	5352606	26699
PTQ747	x3	y4	chromosome_12	5325908	5352605	26698
PTQ747	x4	y1	chromosome_12	5325904	5352605	26702
PTQ747	x4	y3	chromosome_12	5325904	5352606	26703
PTQ747	x4	y4	chromosome_12	5325904	5352605	26702
PTQ748	y3	x1	chromosome_16	969599	1147831	178233
PTQ748	y3	x2	chromosome_16	969599	1147831	178233
PTQ748	y3	x3	chromosome_16	969599	1147839	178241
PTQ749	x2	y1	chromosome_17	1311560	1400049	88490
PTQ749	x3	y1	chromosome_17	1311560	1400049	88490
PTQ751	x3	y3	chromosome_13	1524217	1561092	36876
PTQ751	x4	y3	chromosome_13	1524288	1561092	36805
PTQ753	x3	y3	chromosome_1	3001054	3036821	35768
PTQ753	x4	y3	chromosome_1	3001055	3036821	35767
PTQ754	y1	x1	chromosome_10	4320688	4375695	55008
PTQ754	y1	x2	chromosome_10	4320688	4375695	55008
PTQ754	y1	x3	chromosome_10	4320688	4375695	55008
PTQ754	y3	x1	chromosome_10	4320691	4375695	55005
PTQ754	y3	x2	chromosome_10	4320691	4375695	55005
PTQ754	y3	x3	chromosome_10	4320691	4375695	55005
PTQ754	y4	x1	chromosome_10	4320674	4375695	55022
PTQ754	y4	x2	chromosome_10	4320674	4375695	55022
PTQ754	y4	x3	chromosome_10	4320674	4375695	55022
PTQ756	x1	y4	chromosome_8	1838573	1887029	48457
PTQ756	x2	y4	chromosome_8	1838573	1887029	48457
PTQ756	x3	y4	chromosome_8	1838573	1887029	48457
PTQ756	x4	y4	chromosome_8	1838567	1887029	48463
PTQ758	y1	x1	chromosome_3	4455158	4513490	58333
PTQ758	y1	x2	chromosome_3	4455158	4513490	58333
PTQ758	y1	x3	chromosome_3	4455158	4513490	58333
PTQ758	y1	x4	chromosome_3	4455158	4513490	58333
PTQ758	y3	x1	chromosome_3	4455157	4513490	58334
PTQ758	y3	x2	chromosome_3	4455157	4513490	58334
PTQ758	y3	x3	chromosome_3	4455157	4513490	58334
PTQ758	y3	x4	chromosome_3	4455157	4513490	58334
PTQ758	y4	x1	chromosome_3	4455233	4513490	58258
PTQ758	y4	x2	chromosome_3	4455233	4513490	58258
PTQ758	y4	x3	chromosome_3	4455233	4513490	58258
PTQ758	y4	x4	chromosome_3	4455233	4513490	58258
PTQ759	x1	y3	chromosome_16	1941257	1970298	29042
PTQ759	x1	y4	chromosome_16	1941257	1970309	29053
PTQ759	x2	y3	chromosome_16	1941255	1970298	29044
PTQ759	x2	y4	chromosome_16	1941255	1970309	29055
PTQ759	x3	y3	chromosome_16	1941255	1970298	29044
PTQ759	x3	y4	chromosome_16	1941255	1970309	29055
PTQ759	x4	y3	chromosome_16	1941255	1970298	29044
PTQ759	x4	y4	chromosome_16	1941255	1970309	29055
PTQ760	y1	x1	chromosome_14	4148918	4157777	8860
PTQ760	y1	x2	chromosome_14	4148918	4157777	8860
PTQ760	y1	x3	chromosome_14	4148918	4157777	8860
PTQ760	y1	x4	chromosome_14	4148918	4157777	8860
PTQ760	y3	x1	chromosome_14	4148965	4157777	8813
PTQ760	y3	x2	chromosome_14	4148965	4157777	8813
PTQ760	y3	x3	chromosome_14	4148965	4157777	8813
PTQ760	y3	x4	chromosome_14	4148965	4157777	8813
PTQ760	y4	x1	chromosome_14	4148951	4157777	8827
PTQ760	y4	x2	chromosome_14	4148951	4157777	8827
PTQ760	y4	x3	chromosome_14	4148951	4157777	8827
PTQ760	y4	x4	chromosome_14	4148951	4157777	8827
PTQ761	y1	x1	chromosome_2	2798880	2857257	58378
PTQ761	y1	x3	chromosome_2	2798880	2857257	58378
PTQ761	y3	x1	chromosome_2	2798880	2857257	58378
PTQ761	y3	x3	chromosome_2	2798880	2857257	58378
PTQ762	y1	x1	chromosome_1	4369250	4420270	51021
PTQ762	y3	x1	chromosome_1	4369251	4420270	51020
PTQ763	x1	y1	chromosome_9	4211434	4243151	31718
PTQ763	x1	y3	chromosome_9	4211434	4243151	31718
PTQ763	x1	y4	chromosome_9	4211434	4243145	31712
PTQ763	x2	y1	chromosome_9	4211434	4243151	31718
PTQ763	x2	y3	chromosome_9	4211434	4243151	31718
PTQ763	x2	y4	chromosome_9	4211434	4243145	31712
PTQ764	x1	y1	chromosome_14	1327282	1375772	48491
PTQ764	x1	y3	chromosome_14	1327282	1375791	48510
PTQ764	x1	y4	chromosome_14	1327282	1375800	48519
PTQ764	x2	y1	chromosome_14	1327282	1375772	48491
PTQ764	x2	y3	chromosome_14	1327282	1375791	48510
